=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2023-9-18_22-57-6
====================================================================================
22:57:6 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
23:37:55 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8869.611328, 383.983826, 9137.074219>)
23:37:55 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8870.293945, 383.984131, 9137.493164>)
23:37:55 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8870.356445, 383.984222, 9137.556641>)
23:37:55 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8870.412109, 383.984314, 9137.633789>)
23:37:55 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8872.819336, 383.985718, 9139.251953>)
23:37:55 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8874.701172, 383.987061, 9140.650391>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8874.647461, 383.987549, 9140.916992>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8874.337891, 383.988586, 9141.402344>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8875.819336, 383.990265, 9142.858398>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8878.175781, 383.992188, 9144.742188>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8878.060547, 383.992950, 9145.135742>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8877.913086, 383.993561, 9145.435547>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8877.853516, 383.993988, 9145.665039>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8877.922852, 383.994080, 9145.734375>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8878.080078, 383.994293, 9145.910156>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8880.604492, 383.997925, 9148.834961>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8881.317383, 383.999207, 9149.806641>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8881.289063, 383.999481, 9149.943359>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8881.345703, 383.999573, 9150.016602>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8883.188477, 384.001068, 9152.154297>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8884.059570, 384.001373, 9153.169922>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8884.179688, 384.001434, 9153.357422>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8884.651367, 384.001587, 9154.151367>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8885.960938, 384.002075, 9155.699219>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8886.922852, 383.973053, 9156.854492>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8887.518555, 383.974213, 9157.709961>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8887.411133, 383.974792, 9158.001953>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8888.708984, 383.977539, 9159.990234>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8890.074219, 383.980957, 9162.365234>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8890.184570, 383.981293, 9162.604492>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8890.304688, 383.981812, 9162.932617>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8891.159180, 383.988190, 9164.697266>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8891.254883, 383.988251, 9165.213867>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8891.187500, 383.988220, 9165.333984>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8891.220703, 383.988220, 9165.565430>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8892.853516, 383.988861, 9169.010742>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8892.694336, 383.988831, 9170.539063>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8892.023438, 383.988586, 9170.940430>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8891.675781, 383.988464, 9171.162109>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8892.583984, 383.988831, 9174.041992>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8892.083984, 383.988678, 9175.752930>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8891.510742, 383.988495, 9176.583008>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8891.577148, 383.988525, 9177.029297>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8891.991211, 383.988708, 9179.453125>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8891.287109, 383.990479, 9181.408203>)
23:37:56 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8890.924805, 383.990356, 9182.240234>)
23:37:57 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8890.920898, 383.990356, 9182.334961>)
23:37:57 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8890.916016, 383.990356, 9182.426758>)
23:37:57 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8890.501953, 383.990265, 9186.103516>)
23:37:57 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8890.297852, 383.990234, 9187.906250>)
23:37:57 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8890.286133, 383.990234, 9188.013672>)
23:37:57 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8890.274414, 383.990234, 9188.152344>)
23:37:57 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8889.805664, 383.990143, 9192.269531>)
23:37:57 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8889.650391, 383.990112, 9193.590820>)
23:37:57 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8889.634766, 383.990112, 9193.734375>)
23:37:57 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8889.553711, 383.990082, 9194.454102>)
23:37:57 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<8889.088867, 383.974792, 9198.488281>)
23:38:32 | "Anubis" (steamid=76561198363861269) Spawned Item: (Real_200)
23:38:32 | "Anubis" (steamid=76561198363861269) Spawned Item: (Real_200)
23:38:32 | "Anubis" (steamid=76561198363861269) Spawned Item: (Real_200)
23:38:32 | "Anubis" (steamid=76561198363861269) Spawned Item: (Real_200)
23:38:32 | "Anubis" (steamid=76561198363861269) Spawned Item: (Real_200)
23:38:33 | "Anubis" (steamid=76561198363861269) Spawned Item: (Real_200)
23:38:33 | "Anubis" (steamid=76561198363861269) Spawned Item: (Real_200)
23:38:33 | "Anubis" (steamid=76561198363861269) Spawned Item: (Real_200)
23:38:33 | "Anubis" (steamid=76561198363861269) Spawned Item: (Real_200)
23:38:34 | "Anubis" (steamid=76561198363861269) Spawned Item: (Real_200)
23:38:34 | "Anubis" (steamid=76561198363861269) Spawned Item: (Real_200)
23:38:34 | "Anubis" (steamid=76561198363861269) Spawned Item: (Real_200)
23:38:34 | "Anubis" (steamid=76561198363861269) Spawned Item: (Real_200)
23:38:34 | "Anubis" (steamid=76561198363861269) Spawned Item: (Real_200)
23:38:35 | "Anubis" (steamid=76561198363861269) Spawned Item: (Real_200)
23:38:35 | "Anubis" (steamid=76561198363861269) Spawned Item: (Real_200)
23:38:35 | "Anubis" (steamid=76561198363861269) Spawned Item: (Real_200)
23:38:35 | "Anubis" (steamid=76561198363861269) Spawned Item: (Real_200)
23:38:35 | "Anubis" (steamid=76561198363861269) Spawned Item: (Real_200)
23:45:18 | Player "Anubis" (steamId=76561198363861269) initiated disconnect process...
23:45:20 | Player "Anubis" (steamId=76561198363861269) disconnected early from server (EXIT NOW).
23:45:23 | Player "Anubis" (steamId=76561198363861269) disconnected from server.
