=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2023-9-19_16-3-27
====================================================================================
16:3:27 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
16:7:10 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<690.519775, 462.774750, 12857.299805>)
16:7:10 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<689.721802, 462.835083, 12858.317383>)
16:7:10 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<689.182129, 462.878571, 12859.022461>)
16:7:10 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<687.015747, 463.052765, 12861.848633>)
16:7:10 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<685.519348, 463.190704, 12863.762695>)
16:7:10 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<685.519348, 463.190704, 12863.762695>)
16:7:10 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<683.733276, 463.365479, 12866.103516>)
16:7:10 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<682.930176, 463.443970, 12867.155273>)
16:7:10 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<682.930176, 463.443970, 12867.155273>)
16:7:10 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<681.560974, 463.573151, 12868.887695>)
16:7:10 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<678.785034, 463.833466, 12872.371094>)
16:7:10 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<678.632446, 463.848145, 12872.395508>)
16:7:10 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<677.410156, 463.963776, 12873.632813>)
16:7:10 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<677.228943, 463.981476, 12873.462891>)
16:7:10 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<677.214050, 463.982910, 12873.439453>)
16:7:10 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<675.254700, 464.167786, 12875.787109>)
16:7:10 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<673.440186, 464.320923, 12877.598633>)
16:7:10 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<672.103577, 464.431427, 12878.911133>)
16:7:10 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<670.778320, 464.540680, 12880.461914>)
16:7:10 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<670.778320, 464.540680, 12880.461914>)
16:7:10 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<670.778320, 464.540680, 12880.461914>)
16:7:10 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<668.345764, 464.741760, 12882.874023>)
16:7:10 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<667.618774, 464.801910, 12883.593750>)
16:7:10 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<664.934509, 464.989838, 12886.415039>)
16:7:11 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<663.709900, 465.069244, 12887.701172>)
16:7:11 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<662.210876, 465.166565, 12889.253906>)
16:7:11 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<660.222473, 465.295624, 12891.314453>)
16:7:11 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<660.256409, 465.293976, 12891.241211>)
16:7:11 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<660.196472, 465.299408, 12891.158203>)
16:7:11 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<657.760620, 465.451904, 12893.650391>)
16:7:11 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<655.966370, 465.564117, 12895.473633>)
16:7:11 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<655.710022, 465.580078, 12895.734375>)
16:7:11 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<653.962097, 465.690247, 12897.421875>)
16:7:11 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<653.212646, 465.737549, 12898.144531>)
16:7:11 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<653.212646, 465.737549, 12898.144531>)
16:7:11 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<652.208069, 465.800293, 12899.166016>)
16:7:11 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<650.271057, 465.924713, 12901.088867>)
16:7:11 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<648.484558, 466.041931, 12902.824219>)
16:7:11 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<647.686646, 466.093872, 12903.636719>)
16:7:11 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<647.686646, 466.093872, 12903.636719>)
16:7:11 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<644.570496, 466.300140, 12906.699219>)
16:7:11 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<643.983887, 466.341736, 12907.276367>)
16:7:11 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<643.538940, 466.375275, 12907.727539>)
16:7:11 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<643.179138, 466.404053, 12908.092773>)
16:7:11 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<642.045898, 466.494690, 12909.211914>)
16:7:11 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<639.636353, 466.687378, 12911.590820>)
16:7:11 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<639.536621, 466.695374, 12911.691406>)
16:7:11 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<638.812073, 466.753326, 12912.425781>)
16:7:11 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<635.378235, 467.032990, 12915.818359>)
16:7:11 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<635.308472, 467.038910, 12915.887695>)
16:7:11 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<634.646851, 467.094513, 12916.557617>)
16:7:11 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<634.460083, 467.110168, 12916.746094>)
16:7:11 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<632.667236, 467.260681, 12918.519531>)
16:7:11 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<631.011536, 467.399689, 12920.156250>)
16:7:11 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<630.729736, 467.423370, 12920.441406>)
16:7:11 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<630.130615, 467.473755, 12921.045898>)
16:7:11 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<630.130615, 467.473755, 12921.045898>)
16:7:11 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<627.430359, 467.686523, 12923.713867>)
16:7:12 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<626.070679, 467.795288, 12925.069336>)
16:7:12 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<624.125610, 467.950806, 12926.998047>)
16:7:12 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<623.087769, 468.033661, 12928.023438>)
16:7:12 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<623.087769, 468.033661, 12928.023438>)
16:7:12 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<622.354248, 468.089661, 12928.751953>)
16:7:12 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<619.642151, 468.255768, 12931.434570>)
16:7:12 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<619.642151, 468.255768, 12931.434570>)
16:7:12 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<618.671143, 468.315277, 12932.389648>)
16:7:12 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<615.805054, 468.490814, 12935.224609>)
16:7:12 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<614.349609, 468.579071, 12936.659180>)
16:7:12 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<614.065674, 468.596100, 12936.937500>)
16:7:12 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<614.064209, 468.596130, 12936.937500>)
16:7:12 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<612.777771, 468.674164, 12938.208984>)
16:7:12 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<609.778687, 468.857819, 12941.174805>)
16:7:12 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<609.765991, 468.858612, 12941.186523>)
16:7:12 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<609.487732, 468.875641, 12941.456055>)
16:7:12 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<609.458557, 468.877441, 12941.484375>)
16:7:12 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<605.402466, 469.119568, 12945.489258>)
16:7:12 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<604.843201, 469.151550, 12946.039063>)
16:7:12 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<604.831360, 469.152252, 12946.049805>)
16:7:12 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<604.831360, 469.152252, 12946.049805>)
16:7:12 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<601.606995, 469.336792, 12949.232422>)
16:7:12 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<600.224548, 469.416016, 12950.597656>)
16:7:12 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<600.185913, 469.418091, 12950.631836>)
16:7:12 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<600.176697, 469.418732, 12950.640625>)
16:7:12 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<596.898865, 469.610901, 12953.878906>)
16:7:12 | "Anubis" (steamid=76561198363861269) teleported to crosshair (pos=<595.618469, 469.684265, 12955.144531>)
16:7:21 | Player "Anubis" (steamId=76561198363861269) initiated disconnect process...
16:7:23 | Player "Anubis" (steamId=76561198363861269) disconnected early from server (EXIT NOW).
16:7:26 | Player "Anubis" (steamId=76561198363861269) disconnected from server.
